"Name","PlayerID","Year","Tm","Age","G","winPct","pctGamesPlayed","MP","PTS","TRB","AST","STL","BLK","FG.","X3P.","FT.","WS","WS.48","TS","raptorO","raptorD","raptorPM","USG","Rank","First","Pts.Won","Pts.Max","Share","MVP"
"Giannis Antetokounmpo","antetgi01",2020,"MIL",25,63,0.823529411764706,0.926470588235294,30.4,29.5,13.6,5.6,1,1,0.553,0.304,0.633,11.1,0.279,61.3,5.5,3.9,9.3,37.5,1,85,962,1010,0.952,1
"LeBron James","jamesle01",2020,"LAL",35,67,0.764705882352941,0.985294117647059,34.6,25.3,7.8,10.2,1.2,0.5,0.493,0.348,0.693,9.8,0.204,57.7,6.3,0.7,7.1,31.5,2,16,753,1010,0.746,0
"James Harden","hardeja01",2020,"HOU",30,68,0.647058823529412,1,36.5,34.3,6.6,7.5,1.8,0.9,0.444,0.355,0.865,13.1,0.254,62.6,8.7,1.7,10.5,36.3,3,0,367,1010,0.363,0
"Luka Dončić","doncilu01",2020,"DAL",20,61,0.632352941176471,0.897058823529412,33.6,28.8,9.4,8.8,1,0.2,0.463,0.316,0.758,8.8,0.207,58.5,7.7,-1,6.6,36.8,4,0,200,1010,0.198,0
"Kawhi Leonard","leonaka01",2020,"LAC",28,57,0.720588235294118,0.838235294117647,32.4,27.1,7.1,4.9,1.8,0.6,0.47,0.378,0.886,8.7,0.226,58.9,6.5,3.3,9.8,33,5,0,168,1010,0.166,0
"Anthony Davis","davisan02",2020,"LAL",26,62,0.764705882352941,0.911764705882353,34.4,26.1,9.3,3.2,1.5,2.3,0.503,0.33,0.846,11.1,0.25,61,2,3.7,5.7,29.3,6,0,82,1010,0.081,0
"Chris Paul","paulch01",2020,"OKC",34,70,0.647058823529412,1,31.5,17.6,5,6.7,1.6,0.2,0.489,0.365,0.907,8.9,0.193,61,6,-1.6,4.5,23.3,7,0,26,1010,0.026,0
"Damian Lillard","lillada01",2020,"POR",29,66,0.514705882352941,0.970588235294118,37.5,30,4.3,8,1.1,0.3,0.463,0.401,0.888,11.6,0.225,62.7,8.6,-2,6.6,30.3,8,0,23,1010,0.023,0
"Nikola Jokić","jokicni01",2020,"DEN",24,73,0.676470588235294,1,32,19.9,9.7,7,1.2,0.6,0.528,0.314,0.817,9.8,0.202,60.5,4.4,0.8,5.2,26.6,9,0,18,1010,0.018,0
"Pascal Siakam","siakapa01",2020,"TOR",25,60,0.779411764705882,0.882352941176471,35.2,22.9,7.3,3.5,1,0.9,0.453,0.359,0.792,5.4,0.123,55.4,0.3,1.1,1.3,28.1,10,0,17,1010,0.017,0
"Jimmy Butler","butleji01",2020,"MIA",30,58,0.647058823529412,0.852941176470588,33.8,19.9,6.7,6,1.8,0.6,0.455,0.244,0.834,9,0.221,58.5,4.1,2,6.1,25.1,11,0,9,1010,0.009,0
"Jayson Tatum","tatumja01",2020,"BOS",21,66,0.705882352941177,0.970588235294118,34.3,23.4,7,3,1.4,0.9,0.45,0.403,0.812,6.9,0.146,56.7,3.4,1.8,5.2,28.6,12,0,1,1010,0.001,0
"Giannis Antetokounmpo","antetgi01",2019,"MIL",24,72,0.731707317073171,0.878048780487805,32.8,27.7,12.5,5.9,1.3,1.5,0.578,0.256,0.729,14.4,0.292,64.4,4.2,2.6,6.8,32.3,1,78,941,1010,0.932,1
"James Harden","hardeja01",2019,"HOU",29,78,0.646341463414634,0.951219512195122,36.8,36.1,6.6,7.5,2,0.7,0.442,0.368,0.879,15.2,0.254,61.6,9.8,1.1,10.9,40.5,2,23,776,1010,0.768,0
"Paul George","georgpa01",2019,"OKC",28,77,0.597560975609756,0.939024390243902,36.9,28,8.2,4.1,2.2,0.4,0.438,0.386,0.839,11.9,0.201,58.3,5.3,3.8,9.1,29.5,3,0,356,1010,0.352,0
"Nikola Jokić","jokicni01",2019,"DEN",23,80,0.658536585365854,0.975609756097561,31.3,20.1,10.8,7.3,1.4,0.7,0.511,0.307,0.821,11.8,0.226,58.9,5.6,1.8,7.4,27.4,4,0,212,1010,0.21,0
"Stephen Curry","curryst01",2019,"GSW",30,69,0.695121951219512,0.841463414634146,33.8,27.3,5.3,5.2,1.3,0.4,0.472,0.437,0.916,9.7,0.199,64.1,7.5,0.7,8.2,30.4,5,0,175,1010,0.173,0
"Damian Lillard","lillada01",2019,"POR",28,80,0.646341463414634,0.975609756097561,35.5,25.8,4.6,6.9,1.1,0.4,0.444,0.369,0.912,12.1,0.205,58.8,6.8,-0.4,6.4,29.3,6,0,69,1010,0.068,0
"Joel Embiid","embiijo01",2019,"PHI",24,64,0.621951219512195,0.780487804878049,33.7,27.5,13.6,3.7,0.7,1.9,0.484,0.3,0.804,8.7,0.194,59.3,2.6,3.6,6.2,33.3,7,0,49,1010,0.049,0
"Kevin Durant","duranke01",2019,"GSW",30,78,0.695121951219512,0.951219512195122,34.6,26,6.4,5.9,0.7,1.1,0.521,0.353,0.885,11.5,0.204,63.1,5,-0.2,4.8,29,8,0,25,1010,0.025,0
"Kawhi Leonard","leonaka01",2019,"TOR",27,60,0.707317073170732,0.731707317073171,34,26.6,7.3,3.3,1.8,0.4,0.496,0.371,0.854,9.5,0.224,60.6,4.7,0.7,5.4,30.3,9,0,13,1010,0.013,0
"Russell Westbrook","westbru01",2019,"OKC",30,73,0.597560975609756,0.890243902439024,36,22.9,11.1,10.7,1.9,0.5,0.428,0.29,0.656,6.8,0.124,50.1,2.7,-0.3,2.4,30.9,10,0,8,1010,0.008,0
"Rudy Gobert","goberru01",2019,"UTA",26,81,0.609756097560976,0.98780487804878,31.8,15.9,12.9,2,0.8,2.3,0.669,NA,0.636,14.4,0.268,68.2,0.8,5.1,5.9,17.8,11,0,1,1010,0.001,0
"LeBron James","jamesle01",2019,"LAL",34,55,0.451219512195122,0.670731707317073,35.2,27.4,8.5,8.3,1.3,0.6,0.51,0.339,0.665,7.2,0.179,58.8,5.4,0.2,5.6,31.6,11,0,1,1010,0.001,0
"James Harden","hardeja01",2018,"HOU",28,72,0.792682926829268,0.878048780487805,35.4,30.4,5.4,8.8,1.8,0.7,0.449,0.367,0.858,15.4,0.289,61.9,9.1,1.2,10.3,36.1,1,86,965,1010,0.955,1
"LeBron James","jamesle01",2018,"CLE",33,82,0.609756097560976,1,36.9,27.5,8.6,9.1,1.4,0.9,0.542,0.367,0.731,14,0.221,62.1,7,-1.7,5.2,31.6,2,15,738,1010,0.731,0
"Anthony Davis","davisan02",2018,"NOP",24,75,0.585365853658537,0.914634146341463,36.4,28.1,11.1,2.3,1.5,2.6,0.534,0.34,0.828,13.7,0.241,61.2,1.5,3.8,5.4,30,3,0,445,1010,0.441,0
"Damian Lillard","lillada01",2018,"POR",27,73,0.597560975609756,0.890243902439024,36.6,26.9,4.5,6.6,1.1,0.4,0.439,0.361,0.916,12.6,0.227,59.4,6.6,0.3,6.9,30.6,4,0,207,1010,0.205,0
"Russell Westbrook","westbru01",2018,"OKC",29,80,0.585365853658537,0.975609756097561,36.4,25.4,10.1,10.3,1.8,0.3,0.449,0.298,0.737,10.1,0.166,52.4,4.9,0.3,5.1,34.1,5,0,76,1010,0.075,0
"Giannis Antetokounmpo","antetgi01",2018,"MIL",23,75,0.536585365853659,0.914634146341463,36.7,26.9,10,4.8,1.5,1.4,0.529,0.307,0.76,11.9,0.207,59.8,3.2,2.5,5.6,31.2,6,0,75,1010,0.074,0
"Kevin Durant","duranke01",2018,"GSW",29,68,0.707317073170732,0.829268292682927,34.2,26.4,6.8,5.4,0.7,1.8,0.516,0.419,0.889,10.4,0.215,64,5.6,-1.3,4.2,30.4,7,0,66,1010,0.065,0
"DeMar DeRozan","derozde01",2018,"TOR",28,80,0.719512195121951,0.975609756097561,33.9,23,3.9,5.2,1.1,0.3,0.456,0.31,0.825,9.6,0.17,55.5,3.9,-1.6,2.3,29.6,8,0,32,1010,0.032,0
"LaMarcus Aldridge","aldrila01",2018,"SAS",32,75,0.573170731707317,0.914634146341463,33.5,23.1,8.5,2,0.6,1.2,0.51,0.293,0.837,10.9,0.209,57,2.6,1.5,4.1,29.1,9,0,6,1010,0.006,0
"Jimmy Butler","butleji01",2018,"MIN",28,59,0.573170731707317,0.719512195121951,36.7,22.2,5.3,4.9,2,0.4,0.474,0.35,0.854,8.9,0.198,59,5.5,2.3,7.8,24.9,10,0,5,1010,0.005,0
"Stephen Curry","curryst01",2018,"GSW",29,51,0.707317073170732,0.621951219512195,32,26.4,5.1,6.1,1.6,0.2,0.495,0.423,0.921,9.1,0.267,67.5,9.2,-1.7,7.5,31,10,0,5,1010,0.005,0
"Joel Embiid","embiijo01",2018,"PHI",23,63,0.634146341463415,0.768292682926829,30.3,22.9,11,3.2,0.6,1.8,0.483,0.308,0.769,6.2,0.155,57.3,0.5,3.4,4,33.4,12,0,4,1010,0.004,0
"Victor Oladipo","oladivi01",2018,"IND",25,75,0.585365853658537,0.914634146341463,34,23.1,5.2,4.3,2.4,0.8,0.477,0.371,0.799,8.2,0.155,57.7,3.3,3.5,6.9,30.1,13,0,2,1010,0.002,0
"Russell Westbrook","westbru01",2017,"OKC",28,81,0.573170731707317,0.98780487804878,34.6,31.6,10.7,10.4,1.6,0.4,0.425,0.343,0.845,13.1,0.224,55.4,7.8,-1.3,6.5,41.7,1,69,888,1010,0.879,1
"James Harden","hardeja01",2017,"HOU",27,81,0.670731707317073,0.98780487804878,36.4,29.1,8.1,11.2,1.5,0.5,0.44,0.347,0.847,15,0.245,61.3,7.9,-0.8,7.1,34.2,2,22,753,1010,0.746,0
"Kawhi Leonard","leonaka01",2017,"SAS",25,74,0.74390243902439,0.902439024390244,33.4,25.5,5.8,3.5,1.8,0.7,0.485,0.38,0.88,13.6,0.264,61,6.6,1.7,8.3,31.1,3,9,500,1010,0.495,0
"LeBron James","jamesle01",2017,"CLE",32,74,0.621951219512195,0.902439024390244,37.8,26.4,8.6,8.7,1.2,0.6,0.548,0.363,0.674,12.9,0.221,61.9,6.2,0.4,6.6,30,4,1,333,1010,0.33,0
"Isaiah Thomas","thomais02",2017,"BOS",27,76,0.646341463414634,0.926829268292683,33.8,28.9,2.7,5.9,0.9,0.2,0.463,0.379,0.909,12.5,0.234,62.5,8.3,-3.6,4.7,34,5,0,81,1010,0.08,0
"Stephen Curry","curryst01",2017,"GSW",28,79,0.817073170731707,0.963414634146341,33.4,25.3,4.5,6.6,1.8,0.2,0.468,0.411,0.898,12.6,0.229,62.4,8.7,-0.2,8.4,30.1,6,0,52,1010,0.051,0
"Giannis Antetokounmpo","antetgi01",2017,"MIL",22,80,0.51219512195122,0.975609756097561,35.6,22.9,8.8,5.4,1.6,1.9,0.521,0.272,0.77,12.4,0.21,59.9,2.7,2.4,5.1,28.3,7,0,7,1010,0.007,0
"John Wall","walljo01",2017,"WAS",26,78,0.597560975609756,0.951219512195122,36.4,23.1,4.2,10.7,2,0.6,0.451,0.327,0.801,8.8,0.149,54.1,4.4,-0.9,3.6,30.6,7,0,7,1010,0.007,0
"Anthony Davis","davisan02",2017,"NOP",23,75,0.414634146341463,0.914634146341463,36.1,28,11.8,2.1,1.3,2.2,0.505,0.299,0.802,11,0.195,58,0.6,4.4,5,32.6,9,0,2,1010,0.002,0
"Kevin Durant","duranke01",2017,"GSW",28,62,0.817073170731707,0.75609756097561,33.4,25.1,8.3,4.8,1.1,1.6,0.537,0.375,0.875,12,0.278,65.1,5.2,1.7,6.9,27.8,9,0,2,1010,0.002,0
"DeMar DeRozan","derozde01",2017,"TOR",27,74,0.621951219512195,0.902439024390244,35.4,27.3,5.2,3.9,1.1,0.2,0.467,0.266,0.842,9,0.166,55.2,2.5,-2,0.5,34.3,11,0,1,1010,0.001,0
"Stephen Curry","curryst01",2016,"GSW",27,79,0.890243902439024,0.963414634146341,34.2,30.1,5.4,6.7,2.1,0.2,0.504,0.454,0.908,17.9,0.318,66.9,11.1,2.8,13.9,32.6,1,131,1310,1310,1,1
"Kawhi Leonard","leonaka01",2016,"SAS",24,72,0.817073170731707,0.878048780487805,33.1,21.2,6.8,2.6,1.8,1,0.506,0.443,0.874,13.7,0.277,61.6,5,5.1,10.1,25.8,2,0,634,1310,0.484,0
"LeBron James","jamesle01",2016,"CLE",31,76,0.695121951219512,0.926829268292683,35.6,25.3,7.4,6.8,1.4,0.6,0.52,0.309,0.731,13.6,0.242,58.8,6.1,1.4,7.5,31.4,3,0,631,1310,0.482,0
"Russell Westbrook","westbru01",2016,"OKC",27,80,0.670731707317073,0.975609756097561,34.4,23.5,7.8,10.4,2,0.3,0.454,0.296,0.812,14,0.245,55.4,6.4,0,6.4,31.6,4,0,486,1310,0.371,0
"Kevin Durant","duranke01",2016,"OKC",27,72,0.670731707317073,0.878048780487805,35.8,28.2,8.2,5,1,1.2,0.505,0.387,0.898,14.5,0.27,63.4,6.2,0,6.2,30.6,5,0,147,1310,0.112,0
"Chris Paul","paulch01",2016,"LAC",30,74,0.646341463414634,0.902439024390244,32.7,19.5,4.2,10,2.1,0.2,0.462,0.371,0.896,12.7,0.253,57.5,7.5,1.6,9,27.1,6,0,107,1310,0.082,0
"Draymond Green","greendr01",2016,"GSW",25,81,0.890243902439024,0.98780487804878,34.7,14,9.5,7.4,1.5,1.4,0.49,0.388,0.696,11.1,0.19,58.7,4.2,5.2,9.4,18.8,7,0,50,1310,0.038,0
"Damian Lillard","lillada01",2016,"POR",25,75,0.536585365853659,0.914634146341463,35.7,25.1,4,6.8,0.9,0.4,0.419,0.375,0.892,9.2,0.165,56,5,-2.1,2.9,31.3,8,0,26,1310,0.02,0
"James Harden","hardeja01",2016,"HOU",26,82,0.5,1,38.1,29,6.1,7.5,1.7,0.6,0.439,0.359,0.86,13.3,0.204,59.8,5.7,-0.6,5,32.5,9,0,9,1310,0.007,0
"Kyle Lowry","lowryky01",2016,"TOR",29,77,0.682926829268293,0.939024390243902,37,21.2,4.7,6.4,2.1,0.4,0.427,0.388,0.811,11.6,0.196,57.8,5.5,0.3,5.8,26.1,10,0,6,1310,0.005,0
"Stephen Curry","curryst01",2015,"GSW",26,80,0.817073170731707,0.975609756097561,32.7,23.8,4.3,7.7,2,0.2,0.487,0.443,0.914,15.7,0.288,63.8,9.5,2.3,11.7,28.9,1,100,1198,1300,0.922,1
"James Harden","hardeja01",2015,"HOU",25,81,0.682926829268293,0.98780487804878,36.8,27.4,5.7,7,1.9,0.7,0.44,0.375,0.868,16.4,0.265,60.5,7.7,0.1,7.7,31.3,2,25,936,1300,0.72,0
"LeBron James","jamesle01",2015,"CLE",30,69,0.646341463414634,0.841463414634146,36.1,25.3,6,7.4,1.6,0.7,0.488,0.354,0.71,10.4,0.199,57.7,5.3,-0.1,5.1,32.3,3,5,552,1300,0.425,0
"Russell Westbrook","westbru01",2015,"OKC",26,67,0.548780487804878,0.817073170731707,34.4,28.1,7.3,8.6,2.1,0.2,0.426,0.299,0.835,10.6,0.222,53.6,6.1,-0.5,5.6,38.4,4,0,352,1300,0.271,0
"Anthony Davis","davisan02",2015,"NOP",21,68,0.548780487804878,0.829268292682927,36.1,24.4,10.2,2.2,1.5,2.9,0.535,0.083,0.805,14,0.274,59.1,4.3,4.5,8.8,27.8,5,0,203,1300,0.156,0
"Chris Paul","paulch01",2015,"LAC",29,82,0.682926829268293,1,34.8,19.1,4.6,10.2,1.9,0.2,0.485,0.398,0.9,16.1,0.27,59.6,8.5,2.1,10.6,23.7,6,0,124,1300,0.095,0
"LaMarcus Aldridge","aldrila01",2015,"POR",29,71,0.621951219512195,0.865853658536585,35.4,23.4,10.2,1.7,0.7,1,0.466,0.352,0.845,8.6,0.165,52.8,2.4,1.9,4.3,30.2,7,0,6,1300,0.005,0
"Marc Gasol","gasolma01",2015,"MEM",30,81,0.670731707317073,0.98780487804878,33.2,17.4,7.8,3.8,0.9,1.6,0.494,0.176,0.795,10.2,0.182,55.8,1.4,2.6,4,24.6,8,0,3,1300,0.002,0
"Blake Griffin","griffbl01",2015,"LAC",25,67,0.682926829268293,0.817073170731707,35.2,21.9,7.6,5.3,0.9,0.5,0.502,0.4,0.728,9,0.183,55.1,3.2,-1.2,2,28.4,8,0,3,1300,0.002,0
"Tim Duncan","duncati01",2015,"SAS",38,77,0.670731707317073,0.939024390243902,28.9,13.9,9.1,3,0.8,2,0.512,0.286,0.74,9.6,0.207,56,-0.2,3.5,3.3,22.2,10,0,1,1300,0.001,0
"Kawhi Leonard","leonaka01",2015,"SAS",23,64,0.670731707317073,0.780487804878049,31.8,16.5,7.2,2.5,2.3,0.8,0.479,0.349,0.802,8.6,0.204,56.7,3.7,5.2,8.9,23,10,0,1,1300,0.001,0
"Klay Thompson","thompkl01",2015,"GSW",24,77,0.817073170731707,0.939024390243902,31.9,21.7,3.2,2.9,1.1,0.8,0.463,0.439,0.879,8.8,0.172,59.1,4.3,1,5.3,27.6,10,0,1,1300,0.001,0
"Kevin Durant","duranke01",2014,"OKC",25,81,0.719512195121951,0.98780487804878,38.5,32,7.4,5.5,1.3,0.7,0.503,0.391,0.873,19.2,0.295,63.5,7.6,-0.6,7.1,33,1,119,1232,1250,0.986,1
"LeBron James","jamesle01",2014,"MIA",29,77,0.658536585365854,0.939024390243902,37.7,27.1,6.9,6.3,1.6,0.3,0.567,0.379,0.75,15.9,0.264,64.9,5.8,-1.3,4.6,31,2,6,891,1250,0.713,0
"Blake Griffin","griffbl01",2014,"LAC",24,80,0.695121951219512,0.975609756097561,35.8,24.1,9.5,3.9,1.2,0.6,0.528,0.273,0.715,12.2,0.205,58.3,2.9,0.3,3.2,29,3,0,434,1250,0.347,0
"Joakim Noah","noahjo01",2014,"CHI",28,80,0.585365853658537,0.975609756097561,35.3,12.6,11.3,5.4,1.2,1.5,0.475,0,0.737,11.2,0.19,53.1,1.5,4.5,5.9,18.7,4,0,322,1250,0.258,0
"James Harden","hardeja01",2014,"HOU",24,73,0.658536585365854,0.890243902439024,38,25.4,4.7,6.1,1.6,0.4,0.456,0.366,0.866,12.8,0.221,61.8,6.3,-0.3,6.1,27.8,5,0,85,1250,0.068,0
"Stephen Curry","curryst01",2014,"GSW",25,78,0.621951219512195,0.951219512195122,36.5,24,4.3,8.5,1.6,0.2,0.471,0.424,0.885,13.4,0.225,61,7.6,0.5,8.1,28.3,6,0,66,1250,0.053,0
"Chris Paul","paulch01",2014,"LAC",28,62,0.695121951219512,0.75609756097561,35,19.1,4.3,10.7,2.5,0.1,0.467,0.368,0.855,12.2,0.27,58,7.1,3.9,11,23.7,7,0,45,1250,0.036,0
"Al Jefferson","jeffeal01",2014,"CHA",29,73,0.524390243902439,0.890243902439024,35,21.8,10.8,2.1,0.9,1.1,0.509,0.2,0.69,7.8,0.146,53.2,-0.5,1.8,1.3,29.3,8,0,34,1250,0.027,0
"Paul George","georgpa01",2014,"IND",23,80,0.682926829268293,0.975609756097561,36.2,21.7,6.8,3.5,1.9,0.3,0.424,0.364,0.864,10.8,0.178,55.5,2.6,2.9,5.6,28.3,9,0,33,1250,0.026,0
"LaMarcus Aldridge","aldrila01",2014,"POR",28,69,0.658536585365854,0.841463414634146,36.2,23.2,11.1,2.6,0.9,1,0.458,0.2,0.822,7.5,0.144,50.7,1.1,2.2,3.4,29.8,10,0,26,1250,0.021,0
"Kevin Love","loveke01",2014,"MIN",25,77,0.48780487804878,0.939024390243902,36.3,26.1,12.5,4.4,0.8,0.5,0.457,0.376,0.821,14.3,0.245,59.1,5.7,0.9,6.6,28.8,11,0,25,1250,0.02,0
"Tim Duncan","duncati01",2014,"SAS",37,74,0.75609756097561,0.902439024390244,29.2,15.1,9.7,3,0.6,1.9,0.49,0,0.731,7.4,0.164,53.5,-1.3,3,1.7,25.2,12,0,21,1250,0.017,0
"Tony Parker","parketo01",2014,"SAS",31,68,0.75609756097561,0.829268292682927,29.4,16.7,2.3,5.7,0.5,0.1,0.499,0.373,0.811,5.9,0.141,55.5,0.9,-1,-0.1,26.5,12,0,21,1250,0.017,0
"Dirk Nowitzki","nowitdi01",2014,"DAL",35,80,0.597560975609756,0.975609756097561,32.9,21.7,6.2,2.7,0.9,0.6,0.497,0.398,0.899,10.9,0.199,60.3,4.4,0.4,4.7,26.9,14,0,7,1250,0.006,0
"Carmelo Anthony","anthoca01",2014,"NYK",29,77,0.451219512195122,0.939024390243902,38.7,27.4,8.1,3.1,1.2,0.7,0.452,0.402,0.848,10.7,0.172,56.1,4.2,-0.4,3.8,32.4,15,0,4,1250,0.003,0
"Goran Dragić","dragigo01",2014,"PHO",27,76,0.585365853658537,0.926829268292683,35.1,20.3,3.2,5.9,1.4,0.3,0.505,0.408,0.76,10.3,0.186,60.4,4.8,0.2,5,24.5,16,0,3,1250,0.002,0
"Mike Conley","conlemi01",2014,"MEM",26,73,0.609756097560976,0.890243902439024,33.5,17.2,2.9,6,1.5,0.2,0.45,0.361,0.815,8.2,0.161,54.5,3.5,0.4,3.8,24.6,17,0,1,1250,0.001,0
"LeBron James","jamesle01",2013,"MIA",28,76,0.804878048780488,0.926829268292683,37.9,26.8,8,7.3,1.7,0.9,0.565,0.406,0.753,19.3,0.322,64,8.8,1.1,9.9,30.2,1,120,1207,1210,0.998,1
"Kevin Durant","duranke01",2013,"OKC",24,81,0.731707317073171,0.98780487804878,38.5,28.1,7.9,4.6,1.4,1.3,0.51,0.416,0.905,18.9,0.291,64.7,6.7,1,7.7,29.8,2,0,765,1210,0.632,0
"Carmelo Anthony","anthoca01",2013,"NYK",28,67,0.658536585365854,0.817073170731707,37,28.7,6.9,2.6,0.8,0.5,0.449,0.379,0.83,9.5,0.184,56,4.5,-2.2,2.3,35.6,3,1,475,1210,0.393,0
"Chris Paul","paulch01",2013,"LAC",27,70,0.682926829268293,0.853658536585366,33.4,16.9,3.7,9.7,2.4,0.1,0.481,0.328,0.885,13.9,0.287,59.4,7.9,1.4,9.3,22.6,4,0,289,1210,0.239,0
"Kobe Bryant","bryanko01",2013,"LAL",34,78,0.548780487804878,0.951219512195122,38.6,27.3,5.6,6,1.4,0.3,0.463,0.324,0.839,10.9,0.174,57,4.9,-0.9,4.1,31.9,5,0,184,1210,0.152,0
"Tony Parker","parketo01",2013,"SAS",30,66,0.707317073170732,0.804878048780488,32.9,20.3,3,7.6,0.8,0.1,0.522,0.353,0.845,9.3,0.206,58.8,4.2,-0.6,3.7,27.7,6,0,86,1210,0.071,0
"Tim Duncan","duncati01",2013,"SAS",36,69,0.707317073170732,0.841463414634146,30.1,17.8,9.9,2.7,0.7,2.7,0.502,0.286,0.817,8.3,0.191,55.4,0,4.5,4.5,27.8,7,0,65,1210,0.054,0
"James Harden","hardeja01",2013,"HOU",23,78,0.548780487804878,0.951219512195122,38.3,25.9,4.9,5.8,1.8,0.5,0.438,0.368,0.851,12.8,0.206,60,5.5,-0.9,4.6,29,8,0,33,1210,0.027,0
"Russell Westbrook","westbru01",2013,"OKC",24,82,0.731707317073171,1,34.9,23.2,5.2,7.4,1.8,0.3,0.438,0.323,0.8,11.6,0.195,53.2,5.4,0.8,6.2,32.8,9,0,9,1210,0.007,0
"Dwyane Wade","wadedw01",2013,"MIA",31,69,0.804878048780488,0.841463414634146,34.7,21.2,5,5.1,1.9,0.8,0.521,0.258,0.725,9.6,0.192,57.1,3.6,1.6,5.2,29.5,10,0,5,1210,0.004,0
"Stephen Curry","curryst01",2013,"GSW",24,78,0.573170731707317,0.951219512195122,38.2,22.9,4,6.9,1.6,0.2,0.451,0.453,0.9,11.2,0.18,58.9,5.2,-0.1,5.1,26.4,11,0,3,1210,0.002,0
"Kevin Garnett","garneke01",2013,"BOS",36,68,0.5,0.829268292682927,29.7,14.8,7.8,2.3,1.1,0.9,0.496,0.125,0.786,5.6,0.133,53.5,-2.3,4.3,2,24.5,12,0,1,1210,0.001,0
"Marc Gasol","gasolma01",2013,"MEM",28,80,0.682926829268293,0.975609756097561,35,14.1,7.8,4,1,1.7,0.494,0.071,0.848,11.5,0.197,55.9,0.8,4.4,5.2,19.2,12,0,1,1210,0.001,0
"Ty Lawson","lawsoty01",2013,"DEN",25,73,0.695121951219512,0.890243902439024,34.4,16.7,2.7,6.9,1.5,0.1,0.461,0.366,0.756,7.4,0.141,54.9,2.7,-1.7,1,22.3,12,0,1,1210,0.001,0
"David Lee","leeda02",2013,"GSW",29,79,0.573170731707317,0.963414634146341,36.8,18.5,11.2,3.5,0.8,0.3,0.519,0,0.797,9.1,0.15,56.1,0.7,0.3,1,23.2,12,0,1,1210,0.001,0
"Joakim Noah","noahjo01",2013,"CHI",27,66,0.548780487804878,0.804878048780488,36.8,11.9,11.1,4,1.2,2.1,0.481,0,0.751,7.3,0.145,53.4,-0.8,4.3,3.5,17.2,12,0,1,1210,0.001,0
"LeBron James","jamesle01",2012,"MIA",27,62,0.696969696969697,0.939393939393939,37.5,27.1,7.9,6.2,1.9,0.8,0.531,0.362,0.771,14.5,0.298,60.5,7.6,2.1,9.6,32,1,85,1074,1210,0.888,1
"Kevin Durant","duranke01",2012,"OKC",23,66,0.712121212121212,1,38.6,28,8,3.5,1.3,1.2,0.496,0.387,0.86,12.2,0.23,61,4.6,0.3,4.9,31.3,2,24,889,1210,0.735,0
"Chris Paul","paulch01",2012,"LAC",26,60,0.606060606060606,0.909090909090909,36.4,19.8,3.6,9.1,2.5,0.1,0.478,0.371,0.861,12.7,0.278,58.1,8.1,1.9,10,24.3,3,6,385,1210,0.318,0
"Kobe Bryant","bryanko01",2012,"LAL",33,58,0.621212121212121,0.878787878787879,38.5,27.9,5.4,4.6,1.2,0.3,0.43,0.303,0.845,6.2,0.132,52.7,3,-0.7,2.3,35.7,4,2,352,1210,0.291,0
"Tony Parker","parketo01",2012,"SAS",29,60,0.757575757575758,0.909090909090909,32.1,18.3,2.9,7.7,1,0.1,0.48,0.23,0.799,7.1,0.177,53.9,4.1,1.2,5.3,27.7,5,4,331,1210,0.274,0
"Kevin Love","loveke01",2012,"MIN",23,55,0.393939393939394,0.833333333333333,39,26,13.3,2,0.9,0.5,0.448,0.372,0.824,10,0.223,56.8,5.1,-0.1,5,28.8,6,0,58,1210,0.048,0
"Dwight Howard","howardw01",2012,"ORL",26,54,0.560606060606061,0.818181818181818,38.3,20.6,14.5,1.9,1.5,2.1,0.573,0,0.491,7.7,0.179,56.9,-0.3,4.7,4.4,26.1,7,0,13,1210,0.011,0
"Rajon Rondo","rondora01",2012,"BOS",25,53,0.590909090909091,0.803030303030303,36.9,11.9,4.8,11.7,1.8,0.1,0.448,0.238,0.597,4.9,0.121,48.3,2,1.2,3.2,20.7,8,0,12,1210,0.01,0
"Steve Nash","nashst01",2012,"PHO",37,62,0.5,0.939393939393939,31.6,12.5,3,10.7,0.6,0.1,0.532,0.39,0.894,5.9,0.144,62.5,5,-1.2,3.8,19.6,9,0,7,1210,0.006,0
"Dwyane Wade","wadedw01",2012,"MIA",30,49,0.696969696969697,0.742424242424242,33.2,22.1,4.8,4.6,1.7,1.3,0.497,0.268,0.791,7.7,0.227,55.9,4.8,2.5,7.3,31.3,10,0,6,1210,0.005,0
"Derrick Rose","rosede01",2012,"CHI",23,39,0.757575757575758,0.590909090909091,35.3,21.8,3.4,7.9,0.9,0.7,0.435,0.312,0.812,6,0.211,53.2,5.1,-0.1,5,30.5,11,0,5,1210,0.004,0
"Dirk Nowitzki","nowitdi01",2012,"DAL",33,62,0.545454545454545,0.939393939393939,33.5,21.6,6.7,2.2,0.7,0.5,0.457,0.368,0.896,7.6,0.175,56.4,2.4,0.4,2.8,29.2,12,0,4,1210,0.003,0
"Russell Westbrook","westbru01",2012,"OKC",23,66,0.712121212121212,1,35.3,23.6,4.6,5.5,1.7,0.3,0.457,0.316,0.823,7.9,0.163,53.8,4.2,0.2,4.4,32.7,12,0,4,1210,0.003,0
